,song,artist,date,explicit,uri,popularity,ironhacker,links,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,artist2,letras
31,I Get Up,The Teskey Brothers,2018-10-26,False,spotify:track:2ySCTopr9tZ5qdz6MkrdjH,46,Edu,https://open.spotify.com/track/2ySCTopr9tZ5qdz6MkrdjH,0.735,0.559,11,-5.281,1,0.0347,0.659,0.0,0.133,0.659,115.645,audio_features,2ySCTopr9tZ5qdz6MkrdjH,https://api.spotify.com/v1/tracks/2ySCTopr9tZ5qdz6MkrdjH,https://api.spotify.com/v1/audio-analysis/2ySCTopr9tZ5qdz6MkrdjH,263813,3,The Teskey Brothers,"It ain’t easy sometimes, trying to just get byWhen you get broken down again, it ain’t because you didn’t tryI try to count the days that I’ve been disappointedSo many hard times, it gets disjointedBut it’s hard trying to make a livingWhen you get down again and you just keep givingEvery time I get up, something comes and brings me downI get so low sometimes, feels like I’m level with the groundI tried my best to make my way but it wasn’t enoughDesire burns when your dreams are close to touchI’m working for the man till it gets darkBut the hardest part is starting from the startGiving away everything, giving away everythingTrying to just get byEvery time I get up, something comes and brings me downI get so low sometimes, feels like I’m level with the ground"
32,Cut You Off,Smash Into Pieces,2021-07-02,False,spotify:track:2zFDvvxpjhOeueR1iapU9w,34,Edu,https://open.spotify.com/track/2zFDvvxpjhOeueR1iapU9w,0.542,0.71,1,-6.448,0,0.0355,0.01,0.00031,0.36,0.16,128.026,audio_features,2zFDvvxpjhOeueR1iapU9w,https://api.spotify.com/v1/tracks/2zFDvvxpjhOeueR1iapU9w,https://api.spotify.com/v1/audio-analysis/2zFDvvxpjhOeueR1iapU9w,166875,4,Smash Into Pieces,[Verse 1]A hole in my soul you keep on digging deeper downInto the dark I keep on sinking into the ground[Pre-Chorus]I need to come back to life it's time to take back my prideI can't hide what's been done but the future is mine[Chorus]I'm gonna cut you offYou're out of my life leave you behindRunning out of timeI'm gonna cut you offYou're out of my mind now say goodbyeYou are out of lineI'm gonna cut you off[Verse 2]Buried alive deep under water can't make a sound (can't make a sound)Every second I'm counting feels like I'm drowningAs long as I'll wait for you (wait for you)[Pre-Chorus]I need to come back to life it's time to take back my prideI can't hide what's been done but the future is minе[Chorus]I'm gonna cut you offYou're out of my life leavе you behindRunning out of timeI'm gonna cut you offYou're out of my mind now say goodbyeYou are out of lineI'm gonna cut you off[Bridge]You don't see the truth no more I'm done with youI'm done with you (oh oh)I don't give a damn no more I'm done with youI'm done with you for good (for good)[Chorus]I'm gonna cut you offYou're out of my life leave you behindRunning out of timeSo I cut you offYou're out of my mind now say goodbyeYou are out of lineI'm gonna cut you off
33,Wrecked,Imagine Dragons,2021-07-02,False,spotify:track:2d1MywHy6FwKdzxFuSJnwl,71,Edu,https://open.spotify.com/track/2d1MywHy6FwKdzxFuSJnwl,0.626,0.56,0,-5.82,0,0.0288,0.148,1.51e-05,0.109,0.229,93.989,audio_features,2d1MywHy6FwKdzxFuSJnwl,https://api.spotify.com/v1/tracks/2d1MywHy6FwKdzxFuSJnwl,https://api.spotify.com/v1/audio-analysis/2d1MywHy6FwKdzxFuSJnwl,244005,4,Imagine Dragons,"[Verse 1]Days pass by, and my eyes, they dry, and I think that I'm okay'Til I find myself in conversation, fading awayThe way you smile, the way you walkThe time you took to teach me all that you had taughtTell me, how am I supposed to move on?[Refrain]These days I'm becoming everything that I hateWishing you were around, but now it's too lateMy mind is a place that I can't escape your ghost[Pre-Chorus]Sometimes I wish that I could wish it all awayOne more rainy day without youSometimes I wish that I could see you one more dayOne more rainy day[Chorus]Oh, I'm a wreck without you hereYeah, I'm a wreck since you've been goneI've tried to put this all behind meI think I was wrecked all alongYeah, I'm a wreck[Verse 2]They say that the time will heal it, the pain will go awayBut everything, it reminds me of you and it comes in wavesThe way you laugh when your shoulders shookThe time you took to teach me all that you had taughtTell me, how am I supposed to move on?[Refrain]These days I'm becoming everything that I hateWishing you were around, but now it's too lateMy mind is a place that I can't escape your ghost[Pre-Chorus]Sometimes I wish that I could wish it all awayOne more rainy day without youSometimes I wish that I could see you one more dayOne more rainy day"
34,Migraine,Twenty One Pilots,2013-01-08,False,spotify:track:4rfaoyaZvNa60cj3OKSQV9,65,Edu,https://open.spotify.com/track/4rfaoyaZvNa60cj3OKSQV9,0.69,0.678,0,-6.52,1,0.154,0.11,0.0,0.246,0.409,173.995,audio_features,4rfaoyaZvNa60cj3OKSQV9,https://api.spotify.com/v1/tracks/4rfaoyaZvNa60cj3OKSQV9,https://api.spotify.com/v1/audio-analysis/4rfaoyaZvNa60cj3OKSQV9,239015,4,Twenty One Pilots,"[Intro]Am I the only one I knowWaging my wars behind my face and above my throat?Shadows will scream that I'm alone-lone-lone...[Verse 1]I-I-I-I've got a migraineAnd my pain will range from up, down, and sidewaysThank God it's Friday 'cause Fridays will always be better than Sundays'Cause Sundays are my suicide daysI don't know why they always seem so dismalThunderstorms, clouds, snow, and a slight drizzleWhether it's the weather or the letters by my bedSometimes death seems better than the migraine in my headLet it be said what the headache representsIt's me defending in suspense, it's me suspended in a defenseless testBeing tested by a ruthless examinantThat's represented best by my depress...ing thoughtsI do not have writer's block, my writer just hates the clockIt will not let me sleep, I guess I'll sleep when I'm deadAnd sometimes death seems better than the migraine in my head[Chorus]Am I the only one I knowWaging my wars behind my face and above my throat?Shadows will scream that I'm aloneBut I know, we've made it this far... kid[Hook]Yeah, yeah, yeah[Verse 2]I am not as fine as I seem, pardonMe for yelling, I'm telling you green gardensAre not what's growing in my psyche, it's a different meA difficult beast feasting on burnt down treesFreeze frame, please let me paint a mental picture portraitSomething you won't forget, it's all about my foreheadAnd how it is a door that holds back contentsThat makes Pandora's box contents look non-violentBehind my eyelids are islands of violenceMy mind ship-wrecked, this is the only land my mind could findI did not know it was such a violent islandFull of tidal waves, suicidal crazed lionsThey're trying to eat me, blood running down their chinAnd I know that I can fight, or I can let the lion winI begin to assemble what weapons I can find'Cause sometimes to stay alive, you gotta kill your mind"
35,The Worst,Polyphia,2017-07-14,False,spotify:track:5l3WNlq4rag0fFP0TI9qeJ,53,Edu,https://open.spotify.com/track/5l3WNlq4rag0fFP0TI9qeJ,0.656,0.696,4,-5.935,0,0.0438,0.118,0.45,0.161,0.4,124.922,audio_features,5l3WNlq4rag0fFP0TI9qeJ,https://api.spotify.com/v1/tracks/5l3WNlq4rag0fFP0TI9qeJ,https://api.spotify.com/v1/audio-analysis/5l3WNlq4rag0fFP0TI9qeJ,245779,4,Polyphia,
36,Overnight,Parcels,2017-06-21,False,spotify:track:1kgws2l8gsvDhtsVyzWbu9,0,Edu,https://open.spotify.com/track/1kgws2l8gsvDhtsVyzWbu9,0.81,0.818,8,-9.599,0,0.0511,0.343,0.0548,0.113,0.887,119.982,audio_features,1kgws2l8gsvDhtsVyzWbu9,https://api.spotify.com/v1/tracks/1kgws2l8gsvDhtsVyzWbu9,https://api.spotify.com/v1/audio-analysis/1kgws2l8gsvDhtsVyzWbu9,219603,4,Parcels,"[Verse 1]Go back, I wantSo bad to hold you backIt’s all I've said and doneFall in, be goneI will stand, as I've won againThe reason for no moreOvernight[Chorus]The minute I was thinking to hold you backThe moment I was wishing, it’s overnightThe minute I was thinking to hold you backThe moment I was wishing, it’s overnightThe minute I was thinking to hold you backThe moment I was wishing, it’s overnightThe minute I was thinking to hold you backThe moment I was wishing, it’s overnight[Verse 2]Slow down, neverI know now, I know betterI need it more than everGo back underHope that I fall on the trackIt’s all I've said and doneOvernight[Chorus]The minute I was thinking to hold you backThe moment I was wishing, it’s overnightThe minute I was thinking to hold you backThe moment I was wishing, it’s overnightThe minute I was thinking to hold you backThe moment I was wishing, it’s overnightThe minute I was thinking to hold you backThe moment I was wishing, it’s overnightIt’s overnightThe minute I was thinking to hold you backThe moment I was wishingThe minute I was thinking to hold you backThe moment I was wishing, it’s overnight"
37,Gemini,Thank You Scientist,2011-01-07,False,spotify:track:2LQjDAhUMqIWsje7Gk7suZ,24,Edu,https://open.spotify.com/track/2LQjDAhUMqIWsje7Gk7suZ,0.528,0.866,10,-6.454,1,0.0692,0.0627,0.0288,0.176,0.676,161.946,audio_features,2LQjDAhUMqIWsje7Gk7suZ,https://api.spotify.com/v1/tracks/2LQjDAhUMqIWsje7Gk7suZ,https://api.spotify.com/v1/audio-analysis/2LQjDAhUMqIWsje7Gk7suZ,434500,4,Thank You Scientist,"[Verse 1]Hey, you - GeminiWouldn't you like to feel alive?Just tell me, what was your crime? What did you hide?Was it the only thing that satisfies?Come on, tell me, what do you want from me?[Chorus A]So forget the rope, come down from the ledgeOh, it's not over, I'll never let go - I said I'll never let goTime can never heal the pain, time can't take awaySo don't look back now, the past is where it belongs, yeah![Verse 2]Hey, you - couldn't IBe the only light in your life?Just tell me, how do I hide all that's insideWhen it's the only thing that satisfies?Come on, tell me, what do want from me?[Chorus A]So forget the rope, come down from the ledgeOh, it's not over, I'll never let go - I said I'll never let goBut time can never heal the pain, time can't take awaySo don't look back now, the past is where it belongs, yeah[Pre-Chorus B1]Please don't be the oneDon't you be the one[Chorus B]So down you go, faster, roller coasterI'll fill you in on what you missedGo on, take what's left of me[Bridge]As I'm left here with emptinessAll alone in the open seaWhile they feed off your lonelinessWhile you give them your everythingI don't want this to go awayBut I know that's the price you payFor not filling the emptinessThat you find deep inside yourselfLooking at the ones looking for meLooking at the ones looking for meLooking at the ones looking for-"
38,Gemini,Thank You Scientist,2011-01-07,False,spotify:track:2LQjDAhUMqIWsje7Gk7suZ,24,Edu,https://open.spotify.com/track/2LQjDAhUMqIWsje7Gk7suZ,0.528,0.866,10,-6.454,1,0.0692,0.0627,0.0288,0.176,0.676,161.946,audio_features,2LQjDAhUMqIWsje7Gk7suZ,https://api.spotify.com/v1/tracks/2LQjDAhUMqIWsje7Gk7suZ,https://api.spotify.com/v1/audio-analysis/2LQjDAhUMqIWsje7Gk7suZ,434500,4,Thank You Scientist,"[Verse 1]Hey, you - GeminiWouldn't you like to feel alive?Just tell me, what was your crime? What did you hide?Was it the only thing that satisfies?Come on, tell me, what do you want from me?[Chorus A]So forget the rope, come down from the ledgeOh, it's not over, I'll never let go - I said I'll never let goTime can never heal the pain, time can't take awaySo don't look back now, the past is where it belongs, yeah![Verse 2]Hey, you - couldn't IBe the only light in your life?Just tell me, how do I hide all that's insideWhen it's the only thing that satisfies?Come on, tell me, what do want from me?[Chorus A]So forget the rope, come down from the ledgeOh, it's not over, I'll never let go - I said I'll never let goBut time can never heal the pain, time can't take awaySo don't look back now, the past is where it belongs, yeah[Pre-Chorus B1]Please don't be the oneDon't you be the one[Chorus B]So down you go, faster, roller coasterI'll fill you in on what you missedGo on, take what's left of me[Bridge]As I'm left here with emptinessAll alone in the open seaWhile they feed off your lonelinessWhile you give them your everythingI don't want this to go awayBut I know that's the price you payFor not filling the emptinessThat you find deep inside yourselfLooking at the ones looking for meLooking at the ones looking for meLooking at the ones looking for-"
39,Super Duper Love,Joss Stone,2003-01-01,False,spotify:track:30yn7KuCLbXGCXxjsB0C8K,62,Edu,https://open.spotify.com/track/30yn7KuCLbXGCXxjsB0C8K,0.69,0.767,11,-3.411,0,0.14,0.0207,0.0,0.131,0.668,187.993,audio_features,30yn7KuCLbXGCXxjsB0C8K,https://api.spotify.com/v1/tracks/30yn7KuCLbXGCXxjsB0C8K,https://api.spotify.com/v1/audio-analysis/30yn7KuCLbXGCXxjsB0C8K,260013,4,Joss Stone,"[Chorus]YeahAre you diggin' on me?Yeah, ye-yeahI'm diggin' on you now, babyYeahDo you want a little bit of my love?Yeah, yeahWait a minute, wait a minute[Verse 1]All the time I knew that you loved meBecause you were always thereCould I be that mistakenBelieving that you really care?[Pre-Chorus]Ooh, ooh, oohIn the presence of all my friendsYou stood there holdin' my handAnd you promised me faithfullyThat you will be my only man[Chorus]YeahAre you diggin' on me?Yeah, ye-yeahI'm diggin' on you now, babyYeahDo you want a little bit of my love?Yeah, ye-yeahWait a minute, wait a minute[Verse 2]Every time I, I walk down the street with you (Ooh)I'm as proud as a girl can be (Ooh)Just to know that you are mine (Ooh)And all that good lovin' belongs to me[Pre-Chorus]In the presence of all my friendsYou stood there holdin' my handAnd you promised me faithfullyThat you will be my only man"
40,Not For Want Of Trying,Maybeshewill,2008,False,spotify:track:3q6h93qVhlvIycGOBYmAxO,36,Edu,https://open.spotify.com/track/3q6h93qVhlvIycGOBYmAxO,0.221,0.662,9,-3.306,1,0.0439,0.00507,0.478,0.0745,0.257,199.719,audio_features,3q6h93qVhlvIycGOBYmAxO,https://api.spotify.com/v1/tracks/3q6h93qVhlvIycGOBYmAxO,https://api.spotify.com/v1/audio-analysis/3q6h93qVhlvIycGOBYmAxO,333973,4,Maybeshewill,"Everybody knows things are bad. It's a depression. Everybody's out of work, or scared of losing their job. The dollar buys a nickel's worth; banks are going bust; shopkeepers keep a gun under the counter; punks are running wild in the street, and there's nobody anywhere who seems to know what to do, and there's no end to itWe know the air is unfit to breathe and our food is unfit to eat. And we sit watching our TVs while some local newscaster tells us that today we had fifteen homicides and sixty-three violent crimes, as if that's the way it's supposed to be! We know things are bad - worse than bad - they're crazy. It's like everything everywhere is going crazy, so we don't go out any more. We sit in the house, and slowly the world we're living in is getting smaller, and all we say is, ""Please, at least leave us alone in our living rooms. Let me have my toaster and my TV and my steel-belted radials, and I won't say anything. Just leave us alone.""Well, I'm not going to leave you aloneI want you to get mad!I don't want you to protest. I don't want you to riot. I don't want you to write to your Congressman, because I wouldn't know what to tell you to write. I don't know what to do about the depression and the inflation and the Russians and the crime in the street. All I know is that first, you've got to get mad. You've gotta say, ""I'm a human being, goddammit! My life has value!""So, I want you to get up now. I want all of you to get up out of your chairs. I want you to get up right now and go to the window, open it, and stick your head out and yell, ""I'm as mad as hell, and I'm not going to take this anymore!"""
41,Two Shoes,The Cat Empire,2005-08-29,False,spotify:track:57LP4yVIIBkRLWbq0ETF4K,51,Edu,https://open.spotify.com/track/57LP4yVIIBkRLWbq0ETF4K,0.672,0.603,2,-7.777,0,0.0333,0.249,0.00277,0.127,0.655,113.194,audio_features,57LP4yVIIBkRLWbq0ETF4K,https://api.spotify.com/v1/tracks/57LP4yVIIBkRLWbq0ETF4K,https://api.spotify.com/v1/audio-analysis/57LP4yVIIBkRLWbq0ETF4K,313053,4,The Cat Empire,[Verse 1]One day one woman asked himWhat do you to survive?He said 'oh my dear listen here'And this is what he criedOn my feet I wear two shoes for dancingDancing to be freeOn my feet they're paying tribute toThe Bobby Marley legacyOn my knees they've got some cuts and bruisesFrom skating all my daysCause when I'm skating with my friendsMy troubles drift awayI say my legs they're wearing baggy pantsI like to move aroundCause getting down and jumping upThese are some good things that I found[Hook]AeehhhiiiaaaaaBoom shak the empire be risingAeehhhiiiaaaaaBoom shak we making some lovinAeehhhiiiaaaaaBoom shak the greedy men runningAeehhhiiiaaaaaBoom shak got two shoes for dancin'[Verse 2]On my waist it's got a slinky beltWith a clip that's quick to openBecause loving is the sweetest thingAnd from my waist it happens
